student_key,student_id,student_name,date_of_birth,grade,contact_number,student_rank
365,S00365,michael glass,2008-11-25,Grade 3,+19953377703,27
2565,S02565,scott norris,2014-09-19,Grade 1,+18948501989,27
2696,S02696,sandra wagner,2016-02-03,Grade 3,n/a,27
2698,S02698,cory davenport,2008-04-30,Grade 2,+17087377643,27
2655,S02655,michael mclaughlin,2013-11-19,Grade 4,+15878640016,27
2368,S02368,mark johnson,2018-08-13,Grade 5,+13263168310,27
2323,S02323,laurie dunn,2017-06-15,Grade 4,+14698293459,27
2892,S02892,molly reyes,2010-09-06,Grade 3,+12817037685,27
5849,S05849,christopher rodgers,2017-12-17,Grade 4,+16143478191,27
5994,S05994,ryan park,2007-01-18,Grade 4,+18137706331,27
5880,S05880,bruce harmon,2011-06-01,Grade 4,+18522491869,27
5345,S05345,jasmine patrick,2008-05-08,Grade 2,+17796942093,27
5284,S05284,nicholas sanchez,2016-03-17,Grade 5,+19286095172,27
5225,S05225,vanessa shah,2006-07-05,Grade 4,+17916555257,27
4681,S04681,melissa williams,2018-10-16,Grade 4,+18442560919,27
4357,S04357,jacqueline perkins,2018-03-26,Grade 5,+13248835769,27
3669,S03669,maria baker,2010-06-25,Grade 5,n/a,27
3865,S03865,danielle williams,2016-06-19,Grade 1,+12338005658,27
9265,S09265,michael cox,2010-01-25,Grade 5,+12452855192,27
8631,S08631,nichole anderson,2010-09-01,Grade 3,+16822527260,27
8987,S08987,kimberly graves,2015-09-02,Grade 4,+16769482124,27
8947,S08947,sarah alexander,2013-04-14,Grade 4,+13826794616,27
8958,S08958,george martinez,2012-11-12,Grade 4,+13877283188,27
8938,S08938,michael foster,2009-12-16,Grade 5,+14076353497,27
8163,S08163,stephen dunn,2007-04-17,Grade 2,n/a,27
8253,S08253,ms. tracy sanchez md,2008-10-02,Grade 3,+15838966054,27
8305,S08305,jose miller,2018-03-28,Grade 1,+16616046005,27
8420,S08420,ryan garner,2015-05-07,Grade 1,+12552301352,27
8444,S08444,natalie francis,2015-09-25,Grade 4,+13559361415,27
7912,S07912,jason mosley,2016-01-21,Grade 2,n/a,27
6929,S06929,bruce taylor,2017-06-21,Grade 3,+12173479839,27
7226,S07226,bryan ponce,2007-12-01,Grade 5,+17897224862,27
7186,S07186,pamela johnson,2010-03-22,Grade 1,+13592146711,27
6848,S06848,theodore mcmahon,2007-01-25,Grade 5,+17718426331,27
6653,S06653,jacqueline warren,2012-11-03,Grade 3,+17563859738,27
6317,S06317,samantha ramirez,2011-08-23,Grade 4,+15156189977,27
6321,S06321,alexander hoover,2014-06-28,Grade 4,+16078019216,27
11338,S11338,george caldwell,2013-05-13,Grade 5,+19244045826,27
11269,S11269,lacey clark,2013-12-30,Grade 3,+12289734348,27
11673,S11673,dylan harris,2016-04-10,Grade 4,+14235328163,27
10650,S10650,lori cherry,2012-01-29,Grade 4,+17133972150,27
11006,S11006,mary shepherd,2012-06-29,Grade 4,+14067451786,27
9599,S09599,joshua perry,2017-08-14,Grade 1,+16442727096,27
9709,S09709,raven wright,2016-11-01,Grade 3,+16879041231,27
10155,S10155,michael peterson phd,2013-12-16,Grade 1,+13054918675,27
10044,S10044,terrence fernandez,2007-05-07,Grade 4,+13623371277,27
11740,S11740,rhonda garcia,2014-04-17,Grade 1,+12932830367,27
10475,S10475,paul bailey,2016-06-26,Grade 1,+14187499772,28
12132,S12132,erin pierce,2009-11-24,Grade 1,+15985257610,29
3555,S03555,joshua white,2008-05-19,Grade 3,+14259530930,30
10789,S10789,jessica greene,2015-06-10,Grade 2,+13843513438,30
494,S00494,hector macias,2011-06-21,Grade 5,+14977736528,31
94,S00094,paul ortega,2013-02-15,Grade 2,+19994317914,31
1958,S01958,douglas wilson,2012-10-16,Grade 2,+18703152388,31
2024,S02024,vickie wallace,2009-11-26,Grade 5,+15199001799,31
3818,S03818,bobby ochoa,2013-05-02,Grade 4,+12215121654,31
4600,S04600,aimee mccoy,2018-12-21,Grade 1,+14148561985,31
4930,S04930,benjamin cameron,2012-11-27,Grade 2,+19765106001,31
5644,S05644,patricia page,2011-09-02,Grade 3,+16709110465,31
6224,S06224,scott garcia,2010-10-05,Grade 1,+18923932839,31
7434,S07434,heather day,2008-06-08,Grade 1,+15553810352,31
7908,S07908,tamara mclaughlin,2006-12-15,Grade 5,+17415375868,31
7983,S07983,alexandra velasquez,2009-09-30,Grade 2,n/a,31
8360,S08360,wesley solis,2011-07-02,Grade 2,+16885868933,31
9457,S09457,stephanie hicks,2014-02-24,Grade 5,+14338858257,31
10792,S10792,jeffery jones,2006-05-26,Grade 5,+15364805238,31
10482,S10482,christine jones,2010-04-19,Grade 1,+18275327629,31
2048,S02048,gabrielle lynch,2015-08-10,Grade 3,+14903116719,32
10254,S10254,breanna cline,2011-02-18,Grade 4,n/a,32
11483,S11483,courtney smith,2016-07-30,Grade 2,+13449346459,32
3689,S03689,adam morris,2010-02-13,Grade 5,+16058522845,33
7437,S07437,justin day,2007-06-23,Grade 1,+19137258680,34
2252,S02252,wendy kramer,2011-06-18,Grade 1,+13039071674,35
1842,S01842,tammie watts,2018-11-12,Grade 4,+12843299724,35
1603,S01603,jeffery allen,2006-03-19,Grade 5,+14168970642,35
1667,S01667,connie johnson,2011-08-01,Grade 3,+13782904548,35
1546,S01546,james carter,2017-09-21,Grade 1,+18228832942,35
1560,S01560,justin stevenson,2016-10-29,Grade 2,+13398154367,35
1351,S01351,tammy small,2019-01-03,Grade 5,+13128941494,35
1384,S01384,robert blake,2014-12-11,Grade 5,+18676660929,35
231,S00231,lisa cross,2014-02-15,Grade 1,+17177670860,35
405,S00405,kyle silva,2007-02-19,Grade 2,+13354956512,35
1014,S01014,kelly delgado,2009-05-12,Grade 4,+14583307550,35
729,S00729,madison mills,2018-03-29,Grade 2,+16943668067,35
3147,S03147,brian thornton,2013-07-21,Grade 1,+15525833372,35
2743,S02743,allen alvarado,2015-03-28,Grade 2,+16397168203,35
3523,S03523,jesse perry,2015-05-16,Grade 3,+14857654748,35
3500,S03500,rhonda klein,2016-07-07,Grade 2,+17738975594,35
3257,S03257,lindsey lee,2017-03-21,Grade 2,+18612256271,35
3815,S03815,katie gonzalez,2015-03-28,Grade 4,+13164341899,35
3729,S03729,chad phillips,2010-06-07,Grade 1,+15426868731,35
3738,S03738,debra haynes,2014-12-27,Grade 1,+13937656677,35
3864,S03864,angela shaw,2013-05-31,Grade 1,+16688887064,35
3893,S03893,natasha shields,2008-05-30,Grade 4,+14535084086,35
4164,S04164,lucas williams,2015-09-27,Grade 4,+14868638777,35
4940,S04940,ronald lyons,2016-08-14,Grade 1,+12095377997,35
4920,S04920,stephanie watts,2014-07-30,Grade 3,+15092148675,35
5105,S05105,derek hardin,2011-06-01,Grade 3,+18709103518,35
5301,S05301,sarah wilson,2013-02-08,Grade 1,+17814833949,35
5314,S05314,jacob kemp,2018-02-04,Grade 5,+15259671593,35
4629,S04629,jessica kemp,2012-03-25,Grade 3,n/a,35
4570,S04570,brian martinez,2007-09-12,Grade 1,+16589367589,35
4573,S04573,sandra hamilton,2012-02-13,Grade 3,+19502428519,35
4575,S04575,melanie cain,2007-05-30,Grade 4,+12786176232,35
4591,S04591,brandi robinson md,2019-02-21,Grade 2,+19544736643,35
6220,S06220,john lewis,2008-12-28,Grade 5,+17154917241,35
6182,S06182,carolyn rodriguez,2008-10-29,Grade 4,+19012143397,35
5496,S05496,tiffany williams,2012-05-03,Grade 3,+13975982815,35
5879,S05879,joseph luna,2016-01-28,Grade 1,+14479901681,35
7316,S07316,jesse robbins,2011-12-28,Grade 4,+14582766198,35
7046,S07046,william rodriguez,2007-10-04,Grade 3,+13519582942,35
8108,S08108,kimberly dickson,2015-06-06,Grade 3,+15149462561,35
7962,S07962,travis white,2016-08-07,Grade 1,+19939224861,35
7889,S07889,carolyn stephens,2010-06-28,Grade 5,+19579546130,35
7939,S07939,james hansen,2006-05-01,Grade 2,+19744193760,35
7767,S07767,benjamin brown,2017-11-06,Grade 5,+18688384169,35
7606,S07606,tammy jones,2014-10-31,Grade 2,n/a,35
11721,S11721,rebecca jordan,2019-02-10,Grade 2,+19518306167,35
11287,S11287,virginia york,2008-04-07,Grade 2,+16407559281,35
10684,S10684,sara jones,2009-04-24,Grade 1,+13363166077,35
10962,S10962,christopher kennedy,2015-11-27,Grade 4,+13603133127,35
10966,S10966,emma stout,2007-11-26,Grade 1,+17828776054,35
11101,S11101,patrick lindsey,2017-12-31,Grade 1,+16705035922,35
10230,S10230,andrew hurst,2017-01-16,Grade 5,+15219799455,35
9700,S09700,patricia dalton,2007-12-21,Grade 5,+15923384763,35
5299,S05299,amy bishop,2015-11-24,Grade 5,+18709255228,36
1299,S01299,alex evans,2013-12-26,Grade 5,+17483209478,37
11390,S11390,shawn edwards,2016-05-14,Grade 3,+14188229398,37
1473,S01473,jonathan reed,2017-10-22,Grade 4,+12854487030,38
1891,S01891,bruce higgins,2013-07-10,Grade 1,+14609831356,38
760,S00760,steven oliver,2018-01-24,Grade 2,+16262379482,38
146,S00146,kaylee stewart,2009-05-10,Grade 1,+17749463285,38
2466,S02466,gary martinez,2018-08-01,Grade 3,+19707085824,38
5388,S05388,jeffrey spencer,2015-02-05,Grade 4,+18145326182,38
5086,S05086,karen cunningham,2012-05-10,Grade 1,+17637072295,38
4593,S04593,steven velasquez,2017-12-13,Grade 3,+13012899832,38
4501,S04501,bryan lindsey,2007-08-17,Grade 5,n/a,38
3568,S03568,jessica white,2012-04-01,Grade 3,+16545329934,38
7604,S07604,bianca davis dvm,2015-04-16,Grade 4,+15696990412,38
8136,S08136,megan watson,2015-07-12,Grade 3,+14658624064,38
8396,S08396,karen lyons,2015-03-06,Grade 3,+18474948129,38
6804,S06804,corey gray,2010-02-25,Grade 2,+12336158153,38
11379,S11379,jill mora,2006-12-10,Grade 4,+16525031341,38
11526,S11526,amanda davis,2011-12-09,Grade 4,+13198973402,38
11110,S11110,ryan harper,2009-07-02,Grade 1,+17023149466,38
9997,S09997,kristina davis,2007-03-03,Grade 3,+18442724835,38
10043,S10043,robert lane,2010-07-30,Grade 4,+16117499801,38
2582,S02582,brian horton,2007-02-01,Grade 1,+19588972375,39
3316,S03316,jonathan lambert,2015-05-02,Grade 2,+16254405923,39
10287,S10287,toni moore,2007-01-18,Grade 1,+12097439511,40
11705,S11705,dawn sandoval dvm,2013-03-09,Grade 4,+12898985759,40
2650,S02650,louis robinson,2009-04-09,Grade 2,+12579228815,41
2824,S02824,stephen lee,2007-08-02,Grade 2,+19652701512,42
2496,S02496,jeffrey king,2014-07-27,Grade 4,+13714212791,42
2337,S02337,tyler ward,2008-02-04,Grade 3,+19102191620,42
2300,S02300,emily lucas,2019-02-28,Grade 5,+15524052753,42
2870,S02870,jessica barnes,2016-03-20,Grade 2,+17237504047,42
71,S00071,madison ellis,2012-06-16,Grade 4,+19296693154,42
796,S00796,terry carrillo,2012-02-19,Grade 5,+17159126447,42
654,S00654,jackson nguyen,2015-09-13,Grade 5,+14289319436,42
1004,S01004,antonio bridges,2007-05-28,Grade 4,+15839612838,42
1090,S01090,patrick matthews,2014-04-21,Grade 1,+18164839398,42
1854,S01854,cheryl watkins,2011-06-01,Grade 3,+12328052189,42
1860,S01860,kimberly adams,2007-07-17,Grade 3,+13015691439,42
1983,S01983,richard chambers,2008-06-17,Grade 3,+15679592864,42
2169,S02169,benjamin smith,2008-05-28,Grade 2,+12477270884,42
2175,S02175,brandon hernandez,2011-03-25,Grade 4,+13266358118,42
2017,S02017,juan schmidt,2018-03-31,Grade 5,+18376327102,42
2125,S02125,robin coleman,2017-04-05,Grade 4,+18413223113,42
1449,S01449,ryan evans,2006-12-10,Grade 3,+14219712527,42
1569,S01569,scott prince,2015-10-08,Grade 2,+15716244220,42
1362,S01362,charlene reyes,2015-12-27,Grade 1,+15409647376,42
3339,S03339,tara grimes,2014-12-20,Grade 1,+13998587684,42
3275,S03275,holly dennis,2018-07-17,Grade 2,+16417796448,42
4162,S04162,lauren graves,2015-04-30,Grade 3,+17895735149,42
4057,S04057,jeffrey hill,2009-02-26,Grade 3,+13937351553,42
3885,S03885,clayton johnson,2011-04-18,Grade 2,+13256692055,42
3925,S03925,david haas,2016-12-26,Grade 1,+12862835789,42
3767,S03767,melissa carrillo,2016-08-23,Grade 3,+17882790581,42
3843,S03843,ryan stevens,2010-09-16,Grade 1,+15516172593,42
4533,S04533,gregory yu,2009-09-10,Grade 3,+16255719158,42
5011,S05011,mrs. christine phillips phd,2008-10-19,Grade 5,+18257680386,42
4936,S04936,mrs. donna guzman,2016-08-29,Grade 1,+14527800459,42
5310,S05310,jesse jones,2016-04-16,Grade 3,+18115543112,42
5133,S05133,bradley wyatt,2010-11-25,Grade 3,+19916347431,42
5898,S05898,joshua sims,2015-03-28,Grade 4,+18018372746,42
5916,S05916,scott watkins,2019-02-15,Grade 2,+14428816711,42
5519,S05519,courtney weeks,2010-01-11,Grade 4,+17082477888,42
5653,S05653,jeffrey hodge,2014-09-04,Grade 5,+19877140445,42
5635,S05635,nicole smith,2013-03-31,Grade 5,+16392673437,42
6207,S06207,rick pitts,2009-01-01,Grade 1,+12334712315,42
6209,S06209,brittany campos,2008-09-13,Grade 4,+12958510395,42
6090,S06090,jorge hurley,2015-05-17,Grade 5,+13604328826,42
6005,S06005,alexis garcia,2010-06-07,Grade 4,+18733633871,42
6558,S06558,jo williams,2010-06-17,Grade 4,+19469765005,42
6912,S06912,karen hale,2012-06-27,Grade 4,+15488977436,42
8557,S08557,tanya hill,2011-05-08,Grade 2,+18865693464,42
8150,S08150,jessica terry,2013-10-31,Grade 3,+16428580588,42
7647,S07647,david vasquez,2017-08-16,Grade 4,+19843791153,42
7527,S07527,raven robles,2016-05-08,Grade 2,+13986542034,42
7808,S07808,kristy diaz,2017-08-31,Grade 5,n/a,42
7987,S07987,deborah williams,2017-03-19,Grade 1,+17925912513,42
9326,S09326,miguel sandoval,2017-07-17,Grade 2,+19244705509,42
9266,S09266,victor rodriguez,2016-06-29,Grade 2,+19384309278,42
8691,S08691,sherri friedman,2011-01-23,Grade 4,+18234120762,42
8886,S08886,dorothy garza,2016-11-15,Grade 3,+12669572580,42
11529,S11529,sharon berg,2018-02-09,Grade 1,+17254996952,42
11322,S11322,justin aguilar,2010-05-21,Grade 3,+18492842496,42
11437,S11437,taylor smith,2018-07-04,Grade 4,+17663854891,42
10945,S10945,diane olson,2014-05-11,Grade 5,+13222484609,42
10691,S10691,ashley wheeler,2009-01-05,Grade 4,+14957041046,42
10858,S10858,david brown,2010-10-16,Grade 5,+16195906411,42
10252,S10252,heather crane,2016-06-07,Grade 4,+17544885686,42
10048,S10048,mr. keith gomez,2018-10-30,Grade 2,+12809400859,42
10144,S10144,jacob mason,2016-07-07,Grade 3,+15907589302,42
10542,S10542,jessica watson,2009-10-18,Grade 3,+18132710203,42
10409,S10409,richard wilson,2009-09-18,Grade 4,+16587084138,42
9933,S09933,zachary santos,2009-08-29,Grade 3,+14213552912,42
9854,S09854,brandon daniels,2006-06-24,Grade 2,+17435145704,42
9660,S09660,kenneth dominguez,2015-01-22,Grade 5,+19807552055,42
9488,S09488,christopher ruiz,2010-05-03,Grade 2,+16915383584,42
12074,S12074,elizabeth lawrence,2011-01-30,Grade 4,+16356442816,42
11981,S11981,michael medina,2009-03-28,Grade 1,+13315463752,42
1454,S01454,nancy brown,2011-07-02,Grade 1,+14732931979,43
323,S00323,kathleen ewing,2007-07-29,Grade 1,+18803232479,44
3855,S03855,michelle smith,2008-05-20,Grade 5,+17362884521,44
3365,S03365,jessica sanders,2014-05-18,Grade 4,+19423210700,44
7687,S07687,spencer avila,2011-03-04,Grade 5,+14557870768,44
8112,S08112,katherine mcdaniel,2018-12-24,Grade 1,+18732382532,44
8324,S08324,ryan graham,2008-01-25,Grade 1,+14126283957,44
7128,S07128,robert norton,2015-07-01,Grade 4,+19893836534,44
7402,S07402,jacob stewart,2014-01-09,Grade 5,+15168992470,44
6557,S06557,wesley brooks,2010-12-12,Grade 5,+13578198449,44
11925,S11925,edward knight,2017-10-21,Grade 1,+14264545858,44
11872,S11872,felicia lamb,2011-10-19,Grade 1,+18814139962,44
9683,S09683,thomas rivas,2013-06-12,Grade 3,+13262585473,44
9827,S09827,andrew rich,2007-09-10,Grade 4,+12097288269,44
10575,S10575,kelsey jones,2007-08-20,Grade 1,+16202455559,44
11000,S11000,sarah shannon,2008-08-08,Grade 5,+14374657287,44
11641,S11641,alexander castillo,2013-09-20,Grade 5,+12554124071,44
1134,S01134,jeremy willis,2017-01-05,Grade 3,+15516367470,45
2401,S02401,maria clarke,2015-09-28,Grade 4,+19089111030,45
4541,S04541,sara martinez,2018-05-24,Grade 5,+17055127991,45
5713,S05713,elizabeth reynolds,2008-07-09,Grade 3,+18505365198,45
6310,S06310,jennifer silva,2016-07-23,Grade 5,+18278312352,45
11120,S11120,barbara fox,2016-10-02,Grade 3,+17528214489,45
10035,S10035,david johnson,2008-10-15,Grade 1,+16118556295,45
7310,S07310,tamara ortega,2009-08-21,Grade 3,+14855745298,46
2751,S02751,danielle moore,2015-01-14,Grade 4,+13283327462,47
2665,S02665,shawn jackson,2014-09-17,Grade 3,+14739595991,47
2695,S02695,renee fox dvm,2008-07-30,Grade 5,+12327628391,47
2890,S02890,dr. samuel hayes,2009-09-02,Grade 2,+16225729623,47
2934,S02934,patrick carter,2015-05-02,Grade 1,+17536571076,47
1113,S01113,amber martinez,2007-11-13,Grade 3,+15433345343,47
925,S00925,jacob walker,2007-03-21,Grade 3,+13667405840,47
648,S00648,jamie sanchez,2015-04-06,Grade 1,+12549438040,47
572,S00572,stacey villegas,2014-07-12,Grade 5,+12167456288,47
371,S00371,kyle smith,2015-11-13,Grade 1,+18729409360,47
386,S00386,christopher wallace,2013-02-18,Grade 1,+19295831673,47
482,S00482,cesar wallace,2013-01-19,Grade 5,n/a,47
460,S00460,heather park,2017-09-06,Grade 4,n/a,47
521,S00521,leonard price,2010-10-05,Grade 2,+19574460812,47
37,S00037,rebecca barr,2007-04-24,Grade 1,+18193326636,47
41,S00041,robert walters,2017-03-28,Grade 1,+15747421671,47
8,S00008,james wheeler,2011-01-25,Grade 1,+16058180057,47
121,S00121,benjamin martin,2012-03-27,Grade 4,+16808676297,47
214,S00214,allison cruz,2016-01-01,Grade 2,+18052085816,47
253,S00253,clifford bentley,2016-11-27,Grade 2,+18293960463,47
1482,S01482,tracy moses,2007-06-24,Grade 3,+14172928590,47
1526,S01526,alexander stewart,2019-02-20,Grade 3,+18178080964,47
2080,S02080,richard kennedy,2014-07-08,Grade 4,+17304884972,47
2278,S02278,joy bentley,2015-07-07,Grade 4,+18133202845,47
5616,S05616,rebecca white,2018-11-23,Grade 5,+16387788990,47
4327,S04327,wendy johnson,2007-09-03,Grade 4,+13679397493,47
4618,S04618,amy chen,2014-06-01,Grade 3,+16615597384,47
4610,S04610,tina ho,2016-03-18,Grade 1,+13193804999,47
4662,S04662,christopher flores md,2012-10-15,Grade 4,n/a,47
4832,S04832,jennifer ellis,2011-02-22,Grade 1,+15875139365,47
4781,S04781,dan summers,2013-05-31,Grade 4,+12807007345,47
4752,S04752,kenneth sims,2016-09-09,Grade 5,n/a,47
4740,S04740,maria perry,2010-04-10,Grade 5,+18235674535,47
3288,S03288,michelle kelley,2012-03-13,Grade 5,+13785424499,47
4059,S04059,kari warren,2017-04-22,Grade 2,+19018464082,47
4032,S04032,scott flores,2014-02-24,Grade 3,+18335443797,47
4181,S04181,nicole hodge,2007-09-07,Grade 2,+15303824915,47
7391,S07391,philip deleon,2014-08-15,Grade 1,+19752111032,47
7221,S07221,richard castro,2006-03-28,Grade 1,+16737553154,47
7089,S07089,shaun mccullough,2010-01-18,Grade 3,+12143723343,47
6613,S06613,matthew nash,2010-03-15,Grade 2,+13625538092,47
8346,S08346,bonnie wilson,2017-04-25,Grade 3,+16915932304,47
8082,S08082,monica pittman,2015-08-29,Grade 4,+18517237650,47
8066,S08066,megan pratt,2008-09-26,Grade 2,+13928301840,47
7675,S07675,jennifer west,2006-10-17,Grade 5,+16435726731,47
7492,S07492,tonya castillo,2010-01-07,Grade 3,n/a,47
7984,S07984,mrs. alyssa rice dds,2008-01-17,Grade 3,+16538450175,47
8004,S08004,rhonda white,2007-10-31,Grade 5,+18947850316,47
10448,S10448,heather davis,2018-04-04,Grade 2,+17433188100,47
9815,S09815,shawn sullivan,2014-01-08,Grade 2,+17746342303,47
9897,S09897,roger weeks,2009-11-04,Grade 4,+17129987586,47
9652,S09652,rebecca rodriguez,2010-02-17,Grade 2,+13199520340,47
9644,S09644,kristin gray,2010-04-29,Grade 1,+15169220433,47
11136,S11136,john stewart,2014-04-19,Grade 5,+14664379301,47
10996,S10996,jill jordan,2017-05-02,Grade 5,+19675698842,47
11733,S11733,kelly rhodes,2009-12-06,Grade 4,+14222016278,47
11402,S11402,alex adams,2012-06-23,Grade 1,+19977763454,47
11378,S11378,tanner hernandez,2007-07-07,Grade 5,+18464765576,47
11824,S11824,william lopez,2013-12-20,Grade 1,+18833754493,47
11959,S11959,jason davis,2011-09-04,Grade 2,+14276214637,47
12083,S12083,cindy winters,2017-01-14,Grade 2,n/a,47
1056,S01056,matthew hernandez,2006-11-27,Grade 3,+17756362489,48
7403,S07403,james larson,2009-09-10,Grade 5,n/a,48
2610,S02610,tyler ross,2017-06-15,Grade 3,+13119833476,49
3263,S03263,amy andrade,2007-06-23,Grade 1,+18203324839,49
4899,S04899,jaime cordova,2006-06-13,Grade 2,+15273649588,49
5481,S05481,eric young,2009-12-16,Grade 1,+17736724832,49
8689,S08689,nicole golden,2016-09-28,Grade 5,+14258276727,49
8982,S08982,dr. catherine cook,2014-12-30,Grade 5,+13868428894,49
9411,S09411,duane maldonado,2012-08-03,Grade 5,n/a,49
11640,S11640,james pierce,2018-09-18,Grade 2,+17424618909,50
2349,S02349,alexandra daniels,2011-07-08,Grade 2,+14379094210,51
2494,S02494,adrian craig,2011-05-07,Grade 2,+12599775498,51
441,S00441,tony collins,2012-05-02,Grade 3,+19384631996,51
2025,S02025,dillon boyer,2014-03-16,Grade 2,+17594834016,51
